lastName;firstName;birthDate;team-complete-name;team-official-name;role;id;wyId;country;birthCountry;teamId;nationalTeamId;foot;age
Salihović;Sejad;1984-10-08;????;????;Midfielder;70;15812;Bosnia-Herzegovina;Bosnia-Herzegovina;None;null;left;35
Saltor Grau;Bruno;1980-10-01;Brighton & Hove Albion FC;Brighton & Hove Albion;Defender;724;3278;Spain;Spain;1651;null;right;39
Saláta;Kornel;1985-01-24;????;????;Defender;703;101813;Slovakia;Slovakia;14376;null;right;34
Samper Montaña;Sergi;1995-01-20;UD Las Palmas;Las Palmas;Midfielder;724;5907;Spain;Spain;714;null;right;24
Samperio Bustara;Jairo;1993-07-11;UD Las Palmas;Las Palmas;Midfielder;724;3708;Spain;Spain;714;null;right;26
Sanmartín Mato;José Luis;1990-03-27;Newcastle United FC;Newcastle United;Forward;724;3327;Spain;Germany;1613;null;right;29
Sassi;Ferjani;1992-03-18;????;????;Midfielder;788;120853;Tunisia;Tunisia;16054;16276;right;27
Scarf;Michael;1999-05-10;????;????;Defender;288;532651;Ghana;Ghana;3217;null;left;20
Schiavon;Eros;1983-04-24;Società Polisportiva Ars et Labor 2013;SPAL;Midfielder;380;21517;Italy;Italy;3204;null;right;36
Schildenfeld;Gordon;1985-03-18;????;????;Defender;276;15245;Germany;Croatia;10693;null;right;34
Schuster;Julian;1985-04-15;????;????;Midfielder;276;14998;Germany;Germany;None;null;right;34
Schárrle;André;1990-11-06;BV Borussia 09 Dortmund;Borussia Dortmund;Forward;276;14789;Germany;Germany;2447;null;right;29
Schöne;Lasse;1986-05-27;????;????;Midfielder;208;405;Denmark;Denmark;9;7712;right;33
Selimovic;Vahid;1997-04-03;FC Metz;Metz;Defender;688;366563;Serbia;Luxembourg;3777;null;right;22
Seo;Young-Jae;1995-05-23;????;????;Defender;410;349681;Korea Republic;Korea Republic;2467;14857;left;24
Seri;Luca;1999-12-09;????;????;Goalkeeper;380;546326;Italy;Italy;26442;null;right;20
Sessègnon;Stéphane;1984-06-01;????;????;Midfielder;204;8533;Benin;Benin;4494;18884;right;35
Shatov;Oleg;1990-07-29;????;????;Midfielder;643;101856;Russia;Russia;14072;null;right;29
Shchennikov;Georgi;1991-04-27;????;????;Defender;643;101585;Russia;Russia;13886;null;left;28
Shehi;Orges;1977-09-25;????;????;Goalkeeper;8;64178;Albania;Albania;null;null;right;42
Shehu;Abdullahi;1993-03-12;????;????;Defender;566;265368;Nigeria;Nigeria;4502;16823;right;26
Shevchuk;Vyacheslav;1979-05-13;????;????;Defender;804;105331;Ukraine;Ukraine;null;null;left;40
Shirokov;Roman;1981-07-06;????;????;Midfielder;643;101568;Russia;Russia;None;null;right;38
Shishkin;Roman;1987-01-27;????;????;Defender;643;101621;Russia;Russia;14072;null;right;32
Shojaei Soleimani;Masoud;1984-06-09;????;????;Midfielder;364;3509;Iran;Iran;10788;10840;right;35
Shōji;Gen;1992-12-11;????;????;Defender;392;94814;Japan;Japan;12800;12913;right;27
Sidwell;Steven James;1982-12-14;????;????;Midfielder;0;11150;England;England;null;null;right;37
Silveira de Carvalho;Ricardo Alberto;1978-05-18;????;????;Defender;620;3307;Portugal;Portugal;None;null;right;41
Simón Mendibil;Unai;1997-06-11;Athletic Club Bilbao;Athletic Club;Goalkeeper;724;344059;Spain;Spain;678;1604;right;22
Sitoe;Edson André;1988-09-08;Stade Rennais FC;Rennes;Defender;508;70711;Mozambique;Mozambique;3774;18752;right;31
Sivis;Maxime;1998-04-01;????;????;Midfielder;250;426771;France;France;4038;null;;21
Sivok;Tomáš;1983-09-15;????;????;Defender;203;32582;Czech Republic;Czech Republic;13272;null;right;36
Smarsch;Dennis;1999-01-14;Hertha BSC;Hertha BSC;Goalkeeper;276;433009;Germany;Germany;2457;null;right;20
Sneijder;Wesley;1984-06-09;????;????;Midfielder;528;20531;Netherlands;Netherlands;16444;null;right;35
Soriano Llido;Bruno ;1984-06-12;Villarreal Club de Fútbol;Villarreal;Midfielder;724;3541;Spain;Spain;682;null;left;35
Souici;Rayan;1998-02-28;????;????;Defender;12;342088;Algeria;France;3817;null;right;21
Sow;Moussa;1986-01-19;????;????;Forward;686;32544;Senegal;France;16925;19314;right;33
Spajić;Uroš;1993-02-13;????;????;Defender;688;128523;Serbia;Serbia;14072;17322;right;26
Sparandeo;Luca;1999-08-18;Benevento Calcio;Benevento;Defender;380;360778;Italy;Italy;3219;null;left;20
Starke;Tom;1981-03-18;????;????;Goalkeeper;276;15797;Germany;Germany;None;null;right;38
Stojković;Vladimir;1983-07-28;????;????;Goalkeeper;688;127671;Serbia;Serbia;17091;17322;right;36
Storari;Marco;1977-01-07;????;????;Goalkeeper;380;20457;Italy;Italy;None;null;right;42
Subotić;Neven;1988-12-10;AS Saint-Étienne;Saint-Étienne;Defender;840;14801;United States;Serbia;3782;null;right;31
Suk;Hyun-Jun;1991-06-29;Espérance Sportive Troyes Aube Champagne;Troyes;Forward;410;382;Korea Republic;Korea Republic;3795;null;right;28
Suljić;Ćazim;1996-10-29;????;????;Midfielder;70;340085;Bosnia-Herzegovina;France;3291;null;right;23
Sále;Niklas;1995-09-03;FC Bayern Mánchen;Bayern Mánchen;Defender;276;134383;Germany;Germany;2444;3148;right;24
Sándermann;Marlon;1998-05-16;Hannover 96;Hannover 96;Goalkeeper;276;366197;Germany;Germany;2455;null;right;21
Sânmărtean;Lucian Iulian;1980-03-13;????;????;Midfielder;642;83752;Romania;Romania;null;null;right;39
Söyáncá;Caglar;1996-05-23;SC Freiburg;Freiburg;Defender;792;344864;Turkey;Turkey;2453;4687;right;23
Taarabt;Adel;1989-05-24;Genoa CFC;Genoa;Midfielder;250;9080;France;Morocco;3193;null;right;30
Tagnaouti;Ahmed Reda;1996-04-05;????;????;Goalkeeper;504;285583;Morocco;Morocco;16183;null;right;23
Tanasijević;Strahinja;1997-06-12;AC Chievo Verona;Chievo;Defender;688;400684;Serbia;Serbia;3165;null;right;22
Taremi;Mehdi;1992-07-18;????;????;Forward;364;79320;Iran;Iran;16444;10840;right;27
Tavares;Fábio Henrique;1993-10-23;AS Monaco FC;Monaco;Midfielder;76;207143;Brazil;Brazil;19830;null;right;26
Tavares;Júlio;1988-11-19;Dijon FCO;Dijon;Forward;250;27354;France;Cape Verde Islands;3804;null;right;31
Tavares Fernandes;Manuel Henrique;1986-02-05;????;????;Midfielder;132;32599;Cape Verde Islands;Portugal;13887;9905;right;33
Tejada Hansell;Luis Carlos;1982-03-28;????;????;Forward;591;114864;Panama;Panama;15538;17929;right;37
Tejero Sacristán;Álvaro;1996-07-20;????;????;Defender;724;344104;Spain;Spain;685;null;right;23
Tessiore;Andrea;1999-10-01;????;????;Midfielder;380;492463;Italy;Italy;3231;null;right;20
Thill;Vincent;2000-02-04;FC Metz;Metz;Midfielder;442;406156;Luxembourg;Luxembourg;3777;14768;left;19
Théophile Catherine;Kévin;1989-10-28;AS Saint-Étienne;Saint-Étienne;Defender;474;25643;Martinique;France;3782;null;right;30
Tochukwu Nwankwo;Simeon;1992-05-07;FC Crotone;Crotone;Forward;566;72397;Nigeria;Nigeria;3197;16823;right;27
Tolói;Rafael;1990-10-10;Atalanta Bergamasca Calcio;Atalanta;Defender;380;41034;Italy;Brazil;3172;null;right;29
Tomič;Michal;1999-03-30;????;????;Defender;703;406142;Slovakia;Slovakia;14368;null;right;20
Tonev;Aleksandar;1990-02-02;????;????;Forward;100;99423;Bulgaria;Bulgaria;null;9400;right;29
Tonon Geromel;Pedro;1985-09-21;????;????;Defender;380;15272;Italy;Brazil;5649;6380;right;34
Torabi;Mehdi;1994-09-10;????;????;Midfielder;364;264476;Iran;Iran;10771;10840;right;25
Torbinski;Dmitri;1984-04-28;????;????;Midfielder;643;101633;Russia;Russia;13998;null;left;35
Torrasi;Emanuele;1999-03-16;????;????;Midfielder;380;354470;Italy;Italy;26542;27928;right;20
Toufiqui;Sabri;1997-03-30;Stade Rennais FC;Rennes;Midfielder;504;288415;Morocco;France;3774;null;;22
Toulalan;Jérémy;1983-09-10;????;????;Midfielder;250;3573;France;France;None;null;right;36
Touré;Gnégnéri Yaya;1983-05-13;????;????;Midfielder;0;8324;England;Côte d'Ivoire;null;null;right;36
Toșca;Alin Dorinel;1992-03-14;Benevento Calcio;Benevento;Defender;100;85113;Bulgaria;Romania;3219;11944;left;27
Trauco Saavedra;Miguel Ángel;1992-08-25;????;????;Defender;604;115146;Peru;Peru;5654;15594;left;27
Tsadjout;Frank;1999-07-28;????;????;Forward;120;422086;Cameroon;Italy;26542;null;left;20
Tymoshchuk;Anatoliy;1979-03-30;????;????;Midfielder;804;14729;Ukraine;Ukraine;None;null;right;40
Tytoń;Przemysław;1987-01-04;Real Club Deportivo de La Coruña;Deportivo La Coruña;Goalkeeper;616;99;Poland;Poland;677;null;right;32
Tătărușanu;Anton Ciprian;1986-02-09;FC Nantes;Nantes;Goalkeeper;642;83574;Romania;Romania;3770;11944;right;33
Urretavizcaya da Luz;Jonathan Matías;1990-03-19;????;????;Midfielder;724;70379;Spain;Uruguay;15444;15670;right;29
Valentín Sancho;Gerard;1993-07-28;Real Club Deportivo de La Coruña;Deportivo La Coruña;Defender;724;275497;Spain;Spain;677;null;right;26
Valenčič;Vitja;1999-03-12;????;????;Midfielder;705;345817;Slovenia;Slovenia;11953;null;right;20
Valero Iglesias;Borja;1985-01-12;FC Internazionale Milano;Internazionale;Midfielder;724;3543;Spain;Spain;3161;null;right;34
Varešanović;Mak;1998-08-28;????;????;Midfielder;70;373469;Bosnia-Herzegovina;Turkey;null;null;right;21
Vargić;Ivan;1987-03-15;SS Lazio;Lazio;Goalkeeper;191;69417;Croatia;Croatia;3162;null;right;32
Varrault;Cédric;1980-01-30;????;????;Defender;250;26374;France;France;None;null;right;39
Vaško;Filip;1999-08-11;????;????;Defender;703;406132;Slovakia;Slovakia;3724;null;right;20
Veljkovic;Milos;1995-09-26;SV Werder Bremen;Werder Bremen;Defender;688;11095;Serbia;Switzerland;2443;17322;right;24
Vercoutre;Rémy;1980-06-26;????;????;Goalkeeper;250;25384;France;France;None;null;right;39
Vilela Gama;Bruno Alexandre;1987-11-15;????;????;Midfielder;620;3394;Portugal;Portugal;12520;null;right;32
Vilá Rosselló;Dídac;1989-06-09;Reial Club Deportiu Espanyol;Espanyol;Defender;724;3798;Spain;Spain;691;null;left;30
Viscovo;Aniello;1999-06-21;FC Crotone;Crotone;Goalkeeper;380;392395;Italy;Italy;3197;null;right;20
Volpicelli;Giovanni;1999-09-24;Benevento Calcio;Benevento;Midfielder;380;461671;Italy;Italy;3219;null;right;20
Vuković;Danny;1985-03-27;????;????;Goalkeeper;688;61360;Serbia;Australia;5081;8493;right;34
Vérité;Benjamin;1999-04-21;Lille OSC Métropole;Lille;Midfielder;250;499200;France;France;3776;null;;20
Wawrzyniak;Jakub;1983-07-07;????;????;Defender;616;99386;Poland;Poland;13513;null;left;36
Weidenfeller;Roman;1980-08-06;????;????;Goalkeeper;276;14794;Germany;Germany;None;null;left;39
Whitehead;Dean;1982-01-12;????;????;Midfielder;0;8745;England;England;null;null;right;37
Wollscheid;Philipp;1989-03-06;????;????;Defender;276;15126;Germany;Germany;None;null;right;30
Wriedt;Kwasi Okyere;1994-07-10;FC Bayern Mánchen;Bayern Mánchen;Forward;288;223546;Ghana;Germany;2444;null;left;25
Yamberé;Cédric;1990-11-06;Dijon FCO;Dijon;Defender;140;215036;Central African Republic;France;3804;null;right;29
Yun;Young-Sun;1988-10-04;????;????;Defender;410;107424;Korea Republic;Korea Republic;14778;14855;right;31
Yusupov;Artur;1989-09-01;????;????;Midfielder;643;101704;Russia;Russia;13897;null;right;30
Zanimacchia;Luca;1998-07-19;????;????;Forward;380;447505;Italy;Italy;63044;null;right;21
Zekhnini;Rafik;1998-01-12;????;????;Forward;578;361214;Norway;Norway;16;null;right;21
Zhang;Yuning;1997-01-05;SV Werder Bremen;Werder Bremen;Forward;156;364937;China PR;China PR;2443;9211;right;22
Zhirkov;Yuri;1983-08-20;????;????;Midfielder;643;101857;Russia;Russia;13885;14358;left;36
Zubeldía Elorza;Igor;1997-03-30;Real Sociedad de Fútbol;Real Sociedad;Midfielder;724;395114;Spain;Spain;687;1604;right;22
Zulj;Robert;1992-02-05;TSG 1899 Hoffenheim;Hoffenheim;Midfielder;191;65207;Croatia;Austria;2482;null;right;27
da Rocha Fonte;José Miguel;1983-12-22;Lille OSC Métropole;Lille;Defender;620;8126;Portugal;Portugal;3776;9905;right;36
de Abreu;Gabriel Armando;1990-11-26;Valencia Club de Fútbol;Valencia;Defender;76;41363;Brazil;Brazil;674;null;right;29
de Andrade;Richarlison;1997-05-10;Everton FC;Everton;Forward;76;377071;Brazil;Brazil;1623;6380;right;22
de Andrade Bittencourt Pinheiro;Rafael ;1982-03-03;Cagliari Calcio;Cagliari;Goalkeeper;380;21299;Italy;Brazil;3173;null;left;37
de Jesus;Gabriel Fernando;1997-04-03;Manchester City FC;Manchester City;Forward;76;340386;Brazil;Brazil;1625;6380;right;22
de Jesus;Jonathas Cristian;1989-03-06;????;????;Forward;76;20728;Brazil;Brazil;5656;null;right;30
de Jesus Nascimento;Jemerson;1992-08-24;AS Monaco FC;Monaco;Defender;76;263766;Brazil;Brazil;19830;null;right;27
de Marcos Arana;Óscar;1989-04-14;Athletic Club Bilbao;Athletic Club;Defender;724;3421;Spain;Spain;678;null;right;30
de Roussel de Préville;Nicolas;1991-01-08;FC Girondins de Bordeaux;Bordeaux;Forward;250;25923;France;France;3772;null;right;28
de Souza;Nathan Allan;1996-03-13;????;????;Midfielder;76;285139;Brazil;Brazil;5653;null;right;23
do Nascimento;Leandro Henrique;1998-10-11;????;????;Forward;76;363994;Brazil;Brazil;5653;null;right;21
do Rosário Calmon;Wergiton;1988-09-28;Toulouse FC;Toulouse;Midfielder;76;43196;Brazil;Brazil;3780;null;right;31
dos Reis Carvalho;Eduardo;1982-09-19;????;????;Goalkeeper;620;70106;Portugal;Portugal;24;null;right;37
dos Santos Aveiro;Cristiano Ronaldo;1985-02-05;Juventus FC;Juventus;Forward;620;3322;Portugal;Portugal;3159;9905;right;34
Ñíguez Esclapez;Saúl;1994-11-21;Club Atlético de Madrid;Atlético Madrid;Midfielder;724;4488;Spain;Spain;679;1598;left;25
Öztunali;Levin Mete;1996-03-15;1. FSV Mainz 05;Mainz 05;Midfielder;792;223560;Turkey;Germany;2460;3155;right;23
Ćavar;Marijan;1998-02-02;Eintracht Frankfurt;Eintracht Frankfurt;Midfielder;191;476054;Croatia;Bosnia-Herzegovina;2462;10007;right;21
Ďurica;Ján;1981-12-10;????;????;Defender;703;101616;Slovakia;Slovakia;None;14496;left;38
Ďuriš;Michal;1988-06-01;????;????;Forward;703;82528;Slovakia;Czech Republic;10693;14496;right;31
Šesták;Stanislav;1982-12-16;????;????;Forward;703;32803;Slovakia;Slovakia;14454;null;right;37
Štefanec;Šimon;1998-09-05;????;????;Midfielder;703;352717;Slovakia;Slovakia;3195;null;right;21
Švento;Dušan;1985-08-01;????;????;Defender;703;65090;Slovakia;Slovakia;None;null;left;34
